time,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20061010:1300,20.52,72.3,116,0,116,342.6,1.03,129,101699
20061010:1400,20.66,72,261,207.53,180,354.4,1.17,109,101649
20061010:1500,20.36,72.8,158,136.87,121,360.4,1.72,100,101619
20061010:1600,19.4,79.1,87,341.57,44,353.2,1.66,89,101569
20061010:1700,18.25,83.05,0,0,0,354,2.21,86,101529
20061010:1800,17.18,86.8,0,0,0,347.6,2.41,87,101549
20061010:1900,16.95,86.35,0,0,0,366.4,2.69,87,101519
20061010:2000,16.29,89.85,0,0,0,347.2,2.62,94,101479
20061010:2100,15.75,92.2,0,0,0,337.2,2.55,99,101449
20061010:2200,15.39,92.95,0,0,0,335.4,2.62,105,101399
20061010:2300,15.08,93.25,0,0,0,330.4,2.62,112,101360
20061011:0000,14.82,93.1,0,0,0,326.2,2.69,120,101310
20061011:0100,14.55,92.85,0,0,0,320.65,2.76,126,101260
20061011:0200,14.29,92.7,0,0,0,319,2.69,131,101210
20061011:0300,14.01,92.6,0,0,0,317.4,2.62,132,101150
20061011:0400,13.74,92.45,0,0,0,317,2.69,129,101070
20061011:0500,13.5,92.15,0,0,0,316.2,2.76,127,101030
20061011:0600,13.29,91.85,0,0,0,315,2.76,124,101000
20061011:0700,13.55,92.3,127,431.48,54,315.6,2.9,119,100970
20061011:0800,14.98,88,266,590.25,85,316.2,2.69,121,100980
20061011:0900,16.87,81.6,275,194.33,194,322.2,2.62,136,100970
20061011:1000,18.33,77.05,413,455.14,189,334.2,2.55,148,100930
20061011:1100,19.56,72.9,482,598.98,166,337,2.83,144,100860
20061011:1200,20.46,69.8,459,528.22,184,344.6,3.1,142,100811
20061011:1300,20.94,67.75,368,349.74,203,352.4,3.38,147,100791
20061011:1400,20.96,67.4,316,450.07,143,351.2,3.45,152,100801
20061011:1500,20.83,67.7,221,525.74,82,348.8,3.38,157,100771
20061011:1600,20.09,71.7,80,316.73,42,353.2,2.62,163,100741
20061011:1700,19.11,75.4,0,0,0,369.6,2.21,158,100781
20061011:1800,18.68,77.55,0,0,0,387.6,2.14,154,100850
20061011:1900,17.88,84.05,0,0,0,378.2,2.34,168,100880
20061011:2000,17.16,87.8,0,0,0,365.6,2.28,187,100930
20061011:2100,16.59,91.2,0,0,0,363.8,2.14,197,100980
20061011:2200,16.13,93.3,0,0,0,370.6,1.93,208,101030
20061011:2300,15.83,95.4,0,0,0,375,1.66,206,101060
20061012:0000,15.59,96.2,0,0,0,368.6,1.59,198,101050
20061012:0100,15.16,96.7,0,0,0,352.25,1.72,194,101120
20061012:0200,15.11,96.9,0,0,0,362.6,1.72,194,101180
20061012:0300,15.17,96.7,0,0,0,367.2,1.72,192,101200
20061012:0400,15.5,96.4,0,0,0,385.4,1.66,192,101240
20061012:0500,15.58,96.4,0,0,0,382.2,1.79,201,101330
20061012:0600,15.75,96.2,0,0,0,387.6,1.93,218,101419
20061012:0700,14.96,96.1,102,224.94,65,362.2,2.07,255,101529
20061012:0800,15.57,96.4,158,82.85,133,386.2,1.93,264,101619
20061012:0900,16.05,96.5,174,21.86,165,392.45,2.21,275,101729
20061012:1000,16.32,95.8,170,4.11,168,390.2,2.69,290,101839
20061012:1100,16.62,91.7,81,0,81,387.4,3.66,305,101949
20061012:1200,16.77,87.15,114,0,114,376.2,3.66,311,102048
20061012:1300,16.83,81.9,135,0,135,371.2,3.52,316,102108
20061012:1400,16.68,77.8,192,60.77,169,353.6,3.45,315,102168
20061012:1500,16.3,73.5,61,0,61,342,3.38,313,102228
20061012:1600,15.62,74.25,47,43.82,42,320.6,2.83,313,102298
20061012:1700,14.52,77.1,0,0,0,314.8,2.41,313,102368
20061012:1800,13.38,81.6,0,0,0,304,2.14,313,102458
20061012:1900,12.76,87.6,0,0,0,302.8,2.14,312,102508
20061012:2000,12.15,89.85,0,0,0,303.8,2,312,102577
20061012:2100,11.32,91.9,0,0,0,291.6,2,314,102637
20061012:2200,10.65,93.6,0,0,0,293.4,1.79,320,102677
20061012:2300,10,94.45,0,0,0,290,1.59,327,102727
20061013:0000,10.26,93.2,0,0,0,287.4,1.31,334,102747
20061013:0100,11.24,91.25,0,0,0,285.8,1.03,347,102767
20061013:0200,11.25,91.75,0,0,0,287,0.97,1,102787
20061013:0300,10,94.65,0,0,0,284,1.24,12,102797
20061013:0400,8.82,97.05,0,0,0,282.6,1.52,24,102787
20061013:0500,8.22,98,0,0,0,285.4,1.66,39,102787
20061013:0600,7.74,98.7,0,0,0,280.4,1.79,50,102807
20061013:0700,7.69,100,117,413.08,51,292.4,1.31,64,102857
20061013:0800,10.94,95.2,252,549.14,89,325.2,0.83,55,102907
20061013:0900,12.73,92.75,381,701.02,96,346.8,1.38,50,102917
20061013:1000,14,83.8,464,739.39,108,325,2.76,49,102907
20061013:1100,15.11,76.8,486,664.09,143,311.2,2.62,48,102887
20061013:1200,15.86,72.7,445,514.51,183,308,2.76,46,102867
20061013:1300,16.31,69.65,372,397.7,189,304.6,2.83,45,102837
20061013:1400,16.48,68.35,337,630.67,102,306.6,2.9,48,102807
20061013:1500,16.4,68.55,212,546.32,74,305.4,2.9,52,102797
20061013:1600,15.82,72.1,72,332.49,36,309,2.21,50,102787
20061013:1700,14.54,77.35,0,0,0,309.2,2.21,48,102767
20061013:1800,13.53,82.15,0,0,0,311,2.34,52,102787
20061013:1900,13.07,85.85,0,0,0,312,2.55,59,102787
20061013:2000,12.88,88.15,0,0,0,321,2.48,65,102787
20061013:2100,12.81,90.4,0,0,0,328.6,2.34,68,102797
20061013:2200,12.94,91.85,0,0,0,342.6,2.14,68,102777
20061013:2300,13.23,92.75,0,0,0,360,1.93,64,102787
20061014:0000,13.56,93.2,0,0,0,371.4,1.79,61,102747
20061014:0100,13.6,94.95,0,0,0,365.65,1.86,58,102727
20061014:0200,13.51,96.5,0,0,0,357.2,2.07,56,102697
20061014:0300,13.53,97.5,0,0,0,358.4,2.21,54,102677
20061014:0400,13.74,97.95,0,0,0,370.4,2.41,56,102657
20061014:0500,13.97,97.7,0,0,0,379.2,2.41,59,102647
20061014:0600,14.01,97.65,0,0,0,376.6,2.34,59,102667
20061014:0700,14,98.45,57,25.8,53,383,2.62,52,102697
20061014:0800,14.35,95.5,105,10.28,102,380.4,4.14,60,102707
20061014:0900,14.99,90.05,128,2.49,127,380,3.79,64,102717
20061014:1000,15.72,86.5,128,0,128,383.2,3.66,67,102697
20061014:1100,16.24,84.15,134,0,134,384.8,3.45,68,102637
20061014:1200,16.96,78.85,0,0,0,379.4,3.72,72,102577
20061014:1300,17.25,76.1,143,2.2,142,383.2,4.07,73,102537
20061014:1400,17.13,76.1,310,498.94,127,367.4,3.79,67,102527
20061014:1500,17.09,74.05,112,44.58,101,349,4,69,102517
20061014:1600,16.46,74,58,185.38,39,330.8,3.59,70,102488
20061014:1700,15.28,75.75,0,0,0,319.2,3.31,69,102498
20061014:1800,14.26,78.05,0,0,0,312.4,3.1,64,102527
20061014:1900,13.15,81.9,0,0,0,306.6,3.31,63,102537
20061014:2000,12.77,81.3,0,0,0,310.6,3.31,66,102577
20061014:2100,12.42,81.55,0,0,0,306.2,3.17,70,102597
20061014:2200,12.22,82.6,0,0,0,311.8,2.97,76,102597
20061014:2300,12.03,84.4,0,0,0,315.6,2.76,79,102577
20061015:0000,11.62,87.7,0,0,0,305,2.62,74,102547
20061015:0100,11.3,90.3,0,0,0,302.2,2.83,68,102537
20061015:0200,11.03,91.8,0,0,0,293.6,3.1,66,102508
20061015:0300,10.84,92.65,0,0,0,291.4,3.45,66,102517
20061015:0400,10.63,93.15,0,0,0,289.8,3.59,69,102517
20061015:0500,10.42,93.45,0,0,0,291.4,3.66,73,102508
20061015:0600,10.19,93.7,0,0,0,288.8,3.66,74,102527
20061015:0700,9.87,95.6,101,312.65,54,282,3.59,76,102537
20061015:0800,11.09,91.15,232,466.96,98,291.8,4.28,79,102547
20061015:0900,12.48,85.4,365,668.75,100,321.2,4.69,84,102537
20061015:1000,13.5,81.1,457,760.45,99,330,4.55,83,102488
20061015:1100,14.68,75,506,827.02,88,333,4.9,82,102428
20061015:1200,15.46,73.3,497,823.52,87,309,4.55,78,102408
20061015:1300,16.07,70.95,442,804.75,81,292.4,4.55,78,102338
20061015:1400,16.36,69.1,330,656.57,93,294,4.48,80,102308
20061015:1500,16.25,68.65,200,531.2,72,300.6,4.21,80,102288
20061015:1600,15.49,71.75,59,248.04,35,299.6,3.52,77,102278
20061015:1700,14.17,75.6,0,0,0,293.8,3.45,77,102278
20061015:1800,13.19,79.1,0,0,0,292.4,3.38,77,102278
20061015:1900,12.55,84.55,0,0,0,293.8,3.45,79,102268
20061015:2000,12,86.45,0,0,0,294.2,3.24,82,102288
20061015:2100,11.52,87.95,0,0,0,293.6,3.17,84,102278
20061015:2200,11.1,89.15,0,0,0,292.8,3.17,85,102258
20061015:2300,10.7,90.2,0,0,0,289.8,3.1,86,102248
20061016:0000,10.34,90.85,0,0,0,288.6,2.97,89,102228
20061016:0100,10.01,91.4,0,0,0,287,2.83,96,102208
20061016:0200,9.73,91.85,0,0,0,289.8,2.62,101,102168
20061016:0300,9.36,92.35,0,0,0,285.6,2.48,103,102138
20061016:0400,9.04,92.75,0,0,0,285,2.41,102,102118
20061016:0500,8.77,93.05,0,0,0,284.2,2.41,101,102098
20061016:0600,8.52,93.25,0,0,0,283,2.41,102,102068
20061016:0700,8.47,94.55,101,350.29,50,283,2.14,107,102078
20061016:0800,10.14,90.8,238,549.61,83,284.4,1.93,111,102058
20061016:0900,12.29,84.25,368,715.92,88,287.8,2.21,115,102038
20061016:1000,14.08,79.1,459,799.27,87,292.8,2.34,112,101988
20061016:1100,15.61,75.15,502,838.16,83,297.4,2.62,107,101968
20061016:1200,16.82,71.9,491,820.8,87,302.4,2.97,107,101869
20061016:1300,17.66,69.45,438,815.19,77,306.2,3.1,109,101819
20061016:1400,18.15,67.8,329,689.78,84,308.2,3.1,113,101729
20061016:1500,18.19,68.45,198,556.96,67,309.2,2.76,115,101689
20061016:1600,17.26,73.45,56,252.53,33,308.6,2.41,107,101649
20061016:1700,15.52,79.35,0,0,0,304.4,2.76,106,101639
20061016:1800,14.34,83.15,0,0,0,299.8,2.97,115,101629
20061016:1900,13.49,82.85,0,0,0,293,3.1,125,101559
20061016:2000,12.69,82.35,0,0,0,288.2,3.03,134,101569
20061016:2100,11.85,81.35,0,0,0,283,2.97,138,101559
20061016:2200,11.07,81.05,0,0,0,280,2.9,139,101509
20061016:2300,10.46,81.5,0,0,0,277.4,2.9,139,101479
20061017:0000,10,82.6,0,0,0,276.4,2.9,139,101459
20061017:0100,9.63,83.85,0,0,0,276,2.83,141,101419
20061017:0200,9.28,85.1,0,0,0,275,2.76,143,101360
20061017:0300,8.92,86.1,0,0,0,274.8,2.69,142,101310
20061017:0400,8.63,86.5,0,0,0,273.8,2.69,142,101290
20061017:0500,8.41,86.5,0,0,0,272.6,2.69,141,101240
20061017:0600,8.18,86.65,0,0,0,272,2.69,144,101220
20061017:0700,8.64,89.85,97,354.98,47,274.2,2.69,150,101210
20061017:0800,10.42,85.6,214,400.62,103,276.2,2.55,146,101160
20061017:0900,12.75,78.35,364,725.49,84,285,3.17,152,101150
20061017:1000,14.82,72.75,381,434.72,181,286.6,3.52,162,101090
20061017:1100,16.53,68.1,448,586.58,158,294,3.79,166,101040
20061017:1200,17.71,64.3,464,702.89,122,300.8,3.86,171,101000
20061017:1300,18.46,61.55,389,569.63,140,304.2,3.72,173,100940
20061017:1400,18.72,60.4,244,251.83,156,307.6,3.52,174,100900
20061017:1500,18.42,63.8,123,104.58,99,312.6,2.97,172,100890
20061017:1600,17.26,67.6,35,58.51,30,320.2,2.9,170,100880
20061017:1700,15.97,71.5,0,0,0,328.6,2.9,169,100880
20061017:1800,15.3,73.35,0,0,0,334,3.03,171,100890
20061017:1900,14.7,75.7,0,0,0,342.8,3.1,174,100870
20061017:2000,14.59,74.55,0,0,0,346.8,3.03,176,100870
20061017:2100,14.25,74.4,0,0,0,337.6,2.97,186,100860
20061017:2200,13.83,74.9,0,0,0,332.4,2.76,192,100850
20061017:2300,13.38,76.15,0,0,0,329.2,2.69,200,100840
20061018:0000,12.93,77.75,0,0,0,327.2,2.41,198,100830
20061018:0100,12.34,80.35,0,0,0,322.65,2.28,190,100801
20061018:0200,11.99,81.65,0,0,0,327.6,2.28,182,100751
20061018:0300,12.03,81.8,0,0,0,343,2.34,182,100731
20061018:0400,11.92,83.95,0,0,0,342.6,2.48,181,100711
20061018:0500,11.79,87.9,0,0,0,350,2.41,178,100691
20061018:0600,11.94,89.8,0,0,0,358.4,2.41,178,100651
20061018:0700,12.18,93.45,31,0,31,360.6,2,175,100601
20061018:0800,12.71,93.25,138,73.5,118,354.4,2.34,177,100611
20061018:0900,13.95,90.5,45,0,45,360.2,2.34,178,100571
20061018:1000,14.96,87.85,75,0,75,359.4,2.55,179,100541
20061018:1100,16.14,83.9,130,0,130,354.8,2.76,179,100481
20061018:1200,17.3,79.45,288,116.44,232,342.4,2.83,174,100411
20061018:1300,18.18,75.3,217,53.31,194,347.2,2.9,170,100301
20061018:1400,18.51,72.65,189,93.09,157,349.8,3.03,169,100222
20061018:1500,18.27,73.95,100,44.68,90,346.6,2.48,163,100172
20061018:1600,17.54,76.25,28,37.55,25,356.6,2.48,160,100112
20061018:1700,16.61,78.95,0,0,0,356.4,2.62,158,100082
20061018:1800,15.92,81.5,0,0,0,351.2,2.83,160,100052
20061018:1900,15.72,86.8,0,0,0,367.2,2.83,159,100012
20061018:2000,15.23,88,0,0,0,353.6,2.83,159,99982
20061018:2100,15.02,88.3,0,0,0,358.6,2.83,158,99932
20061018:2200,14.83,88.75,0,0,0,362.4,2.83,152,99902
20061018:2300,14.57,89,0,0,0,360.4,2.97,150,99832
20061019:0000,14.29,88.6,0,0,0,361.6,2.97,147,99752
20061019:0100,13.98,88.15,0,0,0,359.65,3.1,147,99703
20061019:0200,13.81,86.75,0,0,0,363.2,3.24,150,99633
20061019:0300,13.55,85.65,0,0,0,350,3.31,156,99593
20061019:0400,13.61,84,0,0,0,353.8,3.79,161,99513
20061019:0500,13.69,83.75,0,0,0,349,4.28,164,99463
20061019:0600,13.71,85.05,0,0,0,346.8,4.69,169,99423
20061019:0700,13.53,86.85,78,205.53,51,328,4.41,170,99413
20061019:0800,14.52,85.7,191,310.68,108,332.2,5.03,180,99443
20061019:0900,15.77,84.5,235,159.73,175,333.8,4.48,184,99463
20061019:1000,16.94,79.3,375,449.51,173,326.8,5.66,188,99503
20061019:1100,17.72,71.95,282,105.51,231,331.4,6.48,199,99503
20061019:1200,18.07,67.6,358,302.95,214,337.4,5.86,197,99493
20061019:1300,18.42,64.05,327,335.86,184,347.2,5.38,196,99453
20061019:1400,18.8,62.3,240,269.17,149,328,4.9,190,99403
20061019:1500,18.59,64.8,155,316.2,86,326.8,4.07,179,99383
20061019:1600,17.81,67.9,30,53.78,26,332.6,3.52,163,99353
20061019:1700,16.66,72.95,0,0,0,326.2,3.59,149,99363
20061019:1800,16.25,76.8,0,0,0,338.4,4.07,154,99383
20061019:1900,14.55,87.8,0,0,0,347.6,4.41,173,99373
20061019:2000,14.43,89,0,0,0,342.4,4.48,170,99343
20061019:2100,14.33,89.2,0,0,0,338.8,4.62,169,99333
20061019:2200,14.38,89,0,0,0,344.8,4.83,169,99323
20061019:2300,14.38,89.7,0,0,0,349.4,4.76,169,99333
20061020:0000,14.13,90.9,0,0,0,345,4.62,166,99293
20061020:0100,14,88.55,0,0,0,348.65,4.83,174,99303
20061020:0200,13.59,89.15,0,0,0,360.8,5.1,186,99283
20061020:0300,13.32,91.35,0,0,0,365,4.62,192,99283
20061020:0400,13.19,91.5,0,0,0,355.8,4.48,192,99283
20061020:0500,12.94,91.45,0,0,0,335.6,4.55,192,99303
20061020:0600,12.78,90.85,0,0,0,335.6,4.62,191,99293
20061020:0700,12.21,88.85,59,78.98,49,294,4.76,181,99293
20061020:0800,12.98,87.15,201,396.64,97,311,5.1,180,99303
20061020:0900,14.05,84.4,53,0,53,304.4,4.76,176,99283
20061020:1000,15.3,76.45,109,0,109,312.4,7.59,187,99283
20061020:1100,15.82,74.3,124,0,124,349.2,6.9,192,99273
20061020:1200,16.17,73.55,52,0,52,364.6,6.21,195,99253
20061020:1300,16.46,73.1,376,583.14,131,369.2,5.93,199,99233
20061020:1400,16.61,73.95,280,508.34,111,348,4.83,200,99233
20061020:1500,16.67,73.55,120,131.67,92,347,4.55,201,99223
20061020:1600,16.28,73.95,25,43.52,22,342.8,4.34,200,99243
20061020:1700,15.81,75.9,0,0,0,365.6,4.34,205,99273
20061020:1800,15.53,77.25,0,0,0,358.8,4.28,207,99333
20061020:1900,15.16,79.3,0,0,0,353.6,4.48,210,99403
20061020:2000,14.91,80.5,0,0,0,346.8,4.34,213,99443
20061020:2100,14.75,81.55,0,0,0,351.4,4.14,215,99493
20061020:2200,14.25,84.45,0,0,0,329.8,3.93,214,99523
20061020:2300,13.98,86.15,0,0,0,333.6,3.86,211,99553
20061021:0000,13.96,86.65,0,0,0,343.8,3.86,208,99573
20061021:0100,13.72,88.4,0,0,0,334.65,3.79,208,99593
20061021:0200,13.53,89.95,0,0,0,333.8,3.86,209,99603
20061021:0300,13.28,91.6,0,0,0,328.2,3.86,212,99603
20061021:0400,13.52,90.45,0,0,0,355,4,214,99623
20061021:0500,13.62,89.35,0,0,0,361.2,4,215,99663
20061021:0600,13.56,88.45,0,0,0,358,4,214,99693
20061021:0700,13.08,91.1,83,352.82,40,327.4,4.14,207,99742
20061021:0800,13.4,89,203,443.16,89,319.6,4.21,203,99802
20061021:0900,14.11,84.75,240,194.35,169,324.4,5.45,205,99842
20061021:1000,15.21,77.85,217,50.15,195,322.2,6.41,209,99862
20061021:1100,16.06,73.5,282,116.42,227,349.8,6,207,99852
20061021:1200,16.48,72.65,230,47.39,208,353,5.38,206,99862
20061021:1300,17.24,66.65,179,24.12,169,350.2,6.14,212,99832
20061021:1400,17.19,69.85,160,55.07,142,351.2,4.55,202,99822
20061021:1500,17.22,70.85,47,0,47,356.6,4.69,196,99772
20061021:1600,16.99,71,22,31.47,20,361.4,4.62,199,99792
20061021:1700,15.66,78.8,0,0,0,346.4,4.55,209,99802
20061021:1800,14.95,84.35,0,0,0,355,3.93,204,99812
20061021:1900,15.22,82.1,0,0,0,349.6,4.76,200,99862
20061021:2000,14.79,83.8,0,0,0,342,4.62,203,99872
20061021:2100,14.43,84.75,0,0,0,326.4,4.41,207,99932
20061021:2200,14.18,84.55,0,0,0,325.2,4.34,210,99972
20061021:2300,13.91,85,0,0,0,321.4,4.55,212,99992
20061022:0000,13.54,86.2,0,0,0,313.6,4.55,210,100002
20061022:0100,13.18,86.3,0,0,0,309,4.62,206,100002
20061022:0200,12.92,86.25,0,0,0,311,4.83,205,100022
20061022:0300,12.55,87.85,0,0,0,299.4,4.83,203,100022
20061022:0400,12.24,89.9,0,0,0,293.2,4.97,203,99992
20061022:0500,12.03,91.8,0,0,0,288.2,4.97,203,100032
20061022:0600,11.99,92.6,0,0,0,293.4,4.83,200,100032
20061022:0700,12.11,92.65,50,59.76,43,299.4,4.76,196,100032
20061022:0800,12.72,90.85,55,0,55,321,5.03,193,100022
20061022:0900,13.91,82.4,86,0,86,353.4,6.21,202,100032
20061022:1000,14.42,80.4,173,13.84,167,364,5.79,197,99982
20061022:1100,15.28,75.2,204,23.56,193,359.8,5.59,188,99902
20061022:1200,15.9,75.8,296,163.52,221,356,4.76,174,99832
20061022:1300,15.45,83.6,252,141.81,194,363.8,4,163,99683
20061022:1400,15.61,87.4,123,12.45,119,362,4.48,169,99583
20061022:1500,16.05,84.35,73,14.87,70,371.4,4.69,170,99453
20061022:1600,16.8,79.35,11,0,11,349.4,5.17,177,99413
20061022:1700,17,75.95,0,0,0,344.6,5.38,179,99343
20061022:1800,17.32,73.05,0,0,0,357.4,5.72,180,99343
20061022:1900,16.52,81.75,0,0,0,370.2,5.38,183,99293
20061022:2000,15.7,88.05,0,0,0,360.8,5.52,183,99253
20061022:2100,15.33,90.75,0,0,0,368.4,5.66,189,99233
20061022:2200,15.19,92.25,0,0,0,374.6,5.24,197,99173
20061022:2300,15.32,91.3,0,0,0,379.2,5.31,199,99124
20061023:0000,15.42,91.65,0,0,0,384,5.45,210,99134
20061023:0100,15.64,90.25,0,0,0,383.85,5.72,215,99193
20061023:0200,15.83,89.7,0,0,0,375.8,5.45,214,99153
20061023:0300,15.87,89.55,0,0,0,373.2,5.31,212,99163
20061023:0400,16.04,88.5,0,0,0,384.2,5.24,212,99183
20061023:0500,16.04,88.05,0,0,0,379.2,4.97,212,99163
20061023:0600,16.07,87.7,0,0,0,384,4.83,211,99203
20061023:0700,15.54,89.2,47,53.38,41,359.6,5.1,218,99253
20061023:0800,15.64,89.3,141,129.38,109,333.6,5.03,221,99313
20061023:0900,16.32,86.85,220,154.92,165,329.2,4.55,223,99333
20061023:1000,16.84,82.3,390,619.03,125,330.8,5.03,225,99383
20061023:1100,17.31,78.3,405,528.63,161,331.6,4.9,225,99363
20061023:1200,17.63,74.6,251,83.85,213,345.8,4.69,226,99353
20061023:1300,18.16,69.8,248,141.27,191,346.6,4.14,221,99303
20061023:1400,18.32,69.55,277,585.68,92,369.8,3.72,215,99253
20061023:1500,17.92,73.95,139,320.9,76,348,2.41,191,99153
20061023:1600,17.06,80.05,23,94.38,18,361.6,2.48,160,99034
20061023:1700,16.15,87.8,0,0,0,358.4,3.31,157,98914
20061023:1800,15.87,92.3,0,0,0,368.4,4.28,165,98764
20061023:1900,16.33,93.05,0,0,0,390.6,6.07,182,98704
20061023:2000,16.3,90.4,0,0,0,391.85,8,213,98734
20061023:2100,15.61,89.85,0,0,0,377.2,6,241,98904
20061023:2200,14.88,91.7,0,0,0,366.8,3.1,228,98904
20061023:2300,14.28,93.55,0,0,0,338.6,3.17,195,98884
20061024:0000,14.23,91.9,0,0,0,332.4,3.93,182,98834
20061024:0100,13.95,89,0,0,0,310.65,4.62,179,98774
20061024:0200,14.12,84.5,0,0,0,321.4,5.86,178,98694
20061024:0300,14.26,80.9,0,0,0,329.4,6.83,182,98604
20061024:0400,13.91,78.45,0,0,0,338.4,7.03,182,98515
20061024:0500,13.39,79.4,0,0,0,335.2,6.9,182,98475
20061024:0600,12.99,83.2,0,0,0,353.4,6.48,189,98455
20061024:0700,12.82,87.9,6,0,6,343.2,6.76,205,98495
20061024:0800,13.14,86.3,36,0,36,363.6,7.17,214,98575
20061024:0900,13.45,83.7,28,0,28,366.8,7.79,221,98654
20061024:1000,13.45,85.35,96,0,96,369.8,7.31,232,98834
20061024:1100,14.05,88.5,55,0,55,368.2,5.86,241,98994
20061024:1200,14.02,90.45,245,80.41,209,368.8,5.93,260,99243
20061024:1300,13.98,89.1,190,42.71,173,357.6,6.9,272,99453
20061024:1400,13.47,86.5,142,38.65,130,350.4,6.14,275,99722
20061024:1500,13.4,87.85,104,120.42,81,346.2,5.86,280,99902
20061024:1600,12.84,87.7,19,83.68,15,332.8,5.45,282,100092
20061024:1700,12.16,87.65,0,0,0,332.2,4.07,272,100262
20061024:1800,11.41,90.35,0,0,0,324.8,3.38,258,100381
20061024:1900,11.7,89.55,0,0,0,329.8,3.17,237,100491
20061024:2000,11.2,91.3,0,0,0,308.8,3.1,227,100581
20061024:2100,10.81,92.75,0,0,0,301.8,3.03,223,100651
20061024:2200,10.59,93.35,0,0,0,307.4,2.9,220,100691
20061024:2300,9.98,94,0,0,0,285,2.83,216,100751
20061025:0000,9.67,94.25,0,0,0,288.6,2.9,211,100781
20061025:0100,9.37,94.4,0,0,0,286.2,2.83,206,100791
20061025:0200,9.16,94.6,0,0,0,291.4,2.34,195,100791
20061025:0300,8.64,95.15,0,0,0,281,2.28,182,100811
20061025:0400,8.34,95.35,0,0,0,284.4,2.28,166,100791
20061025:0500,8.12,95.35,0,0,0,284.6,2.34,152,100761
20061025:0600,8.38,94.9,0,0,0,304,2.41,141,100761
20061025:0700,9.22,95.9,40,48.58,35,314.6,2.55,140,100781
20061025:0800,10.36,94.55,110,54.75,97,317,2.62,136,100781
20061025:0900,11.68,90.35,193,101.52,158,323,3.03,133,100771
20061025:1000,12.86,85.25,332,383.2,172,327.6,3.45,131,100751
20061025:1100,13.78,80.95,306,201.87,215,346.2,3.79,122,100661
20061025:1200,14.27,79.1,176,13.57,170,358.4,3.86,111,100561
20061025:1300,14.52,76.6,187,43.3,170,356.6,4.41,114,100421
20061025:1400,15.28,72.6,81,0,81,360,4.48,120,100371
20061025:1500,15.62,70.15,67,16.15,64,363.2,4.28,124,100252
20061025:1600,15.5,70.7,14,46.85,12,363.8,4.07,125,100142
20061025:1700,15.57,70.2,0,0,0,361.6,4.21,134,100082
20061025:1800,15.74,68.25,0,0,0,351.2,4.55,144,100092
20061025:1900,15.3,73.6,0,0,0,362.8,4.62,158,100052
20061025:2000,15.61,74.75,0,0,0,372.4,5.24,161,99982
20061025:2100,15.74,73.45,0,0,0,338.8,5.59,168,99962
20061025:2200,15.94,72.3,0,0,0,331.6,5.59,174,99962
20061025:2300,16.13,72.5,0,0,0,331.2,5.31,178,99952
20061026:0000,16.27,73.7,0,0,0,332.8,5.17,182,99972
20061026:0100,16.39,75.2,0,0,0,336.65,5.17,184,99982
20061026:0200,16.38,76.8,0,0,0,336.6,5.1,185,99992
20061026:0300,16.34,77.9,0,0,0,337.4,5.24,186,99992
20061026:0400,16.32,78.35,0,0,0,336.2,5.31,187,100012
20061026:0500,16.3,78.5,0,0,0,335.8,5.17,186,100002
20061026:0600,16.27,78.35,0,0,0,334.6,5.17,186,100052
20061026:0700,16.71,80.7,10,0,10,340.4,5.17,189,100062
20061026:0800,17.54,78.05,147,202.12,100,348.8,5.38,191,100142
20061026:0900,18.65,75.15,244,282.63,148,351.2,5.24,195,100142
20061026:1000,19.58,72.95,279,206.17,194,357,5.38,193,100162
20061026:1100,20.44,70.05,422,693.69,113,357.6,5.93,198,100172
20061026:1200,20.72,70.2,323,286.11,198,364.2,5.45,202,100162
20061026:1300,20.74,71.55,336,532.02,130,368.2,5.1,206,100172
20061026:1400,20.84,72.05,169,110.08,136,367.6,5.38,211,100222
20061026:1500,20.73,73.3,84,60.93,73,375.4,4.76,216,100301
20061026:1600,20.22,75.7,12,0,12,373.4,4.41,225,100381
20061026:1700,19.27,80.75,0,0,0,376,4.48,241,100461
20061026:1800,18.35,83.95,0,0,0,394.25,4.76,251,100541
20061026:1900,17.1,85.95,0,0,0,351.2,4.48,230,100611
20061026:2000,16.46,86.95,0,0,0,338.8,4.55,233,100741
20061026:2100,15.98,87.5,0,0,0,336.2,4.69,238,100860
20061026:2200,15.64,88.15,0,0,0,343.8,4.76,242,100930
20061026:2300,15.24,89.65,0,0,0,338.8,4.41,248,101040
20061027:0000,15.1,89.6,0,0,0,358.6,4.14,259,101150
20061027:0100,14.79,85.25,0,0,0,364.25,3.93,265,101290
20061027:0200,14.13,76.3,0,0,0,351.6,3.66,266,101380
20061027:0300,13.19,71.85,0,0,0,327.6,3.17,260,101459
20061027:0400,12.07,74.15,0,0,0,298.8,2.76,254,101539
20061027:0500,11.13,77.55,0,0,0,289,2.55,249,101629
20061027:0600,10.28,81.05,0,0,0,278.6,2.55,240,101709
20061027:0700,9.83,86.8,58,288.78,31,280.6,2.62,240,101819
20061027:0800,10.64,85.2,184,492.04,72,281.2,2.34,237,101889
20061027:0900,11.99,79.2,300,624.67,91,288,2.83,236,101939
20061027:1000,13.06,72.4,385,707.52,97,287.8,3.1,239,101978
